Date,Maximum,Minimum,Average,Precipitation,Weekday,weekday_num,Dispatched_calls
2019-05-22,65,52,58.5,0.0,Wednesday,2,391
2019-05-23,63,53,58.0,0.0,Thursday,3,408
2019-05-24,63,53,58.0,0.0,Friday,4,403
2019-05-25,63,52,57.5,0.0,Saturday,5,345
2019-05-26,57,51,54.0,0.02,Sunday,6,335
2019-05-27,60,50,55.0,0.0,Monday,0,317
2019-05-28,61,53,57.0,0.0,Tuesday,1,367
2019-05-29,67,52,59.5,0.0,Wednesday,2,328
2019-05-30,57,50,53.5,0.0,Thursday,3,367
2019-05-31,65,51,58.0,0.0,Friday,4,345
2019-06-01,63,52,57.5,0.0,Saturday,5,342
2019-06-02,62,54,58.0,0.0,Sunday,6,343
2019-06-03,63,51,57.0,0.0,Monday,0,380
2019-06-04,71,53,62.0,0.0,Tuesday,1,414
2019-06-05,71,55,63.0,0.0,Wednesday,2,348
2019-06-06,61,51,56.0,0.0,Thursday,3,365
2019-06-07,67,51,59.0,0.0,Friday,4,386
2019-06-08,80,56,68.0,0.0,Saturday,5,426
2019-06-09,91,61,76.0,0.0,Sunday,6,429
2019-06-10,97,72,84.5,0.0,Monday,0,504
2019-06-11,92,68,80.0,0.0,Tuesday,1,467
2019-06-12,79,58,68.5,0.0,Wednesday,2,464
2019-06-13,63,55,59.0,0.0,Thursday,3,365
2019-06-14,61,54,57.5,0.0,Friday,4,332
2019-06-15,59,52,55.5,0.0,Saturday,5,341
2019-06-16,59,52,55.5,0.0,Sunday,6,362
2019-06-17,66,53,59.5,0.0,Monday,0,356
2019-06-18,64,55,59.5,0.0,Tuesday,1,303
2019-06-19,65,56,60.5,0.0,Wednesday,2,321
2019-06-20,65,55,60.0,0.0,Thursday,3,359
2019-06-21,67,54,60.5,0.0,Friday,4,346
2019-06-22,72,54,63.0,0.0,Saturday,5,376
2019-06-23,73,55,64.0,0.0,Sunday,6,334
2019-06-24,67,55,61.0,0.0,Monday,0,333
2019-06-25,66,56,61.0,0.0,Tuesday,1,344
2019-06-26,65,56,60.5,0.0,Wednesday,2,335
2019-06-27,64,55,59.5,0.0,Thursday,3,330
2019-06-28,65,54,59.5,0.0,Friday,4,348
2019-06-29,63,52,57.5,0.0,Saturday,5,387
2019-06-30,63,54,58.5,0.0,Sunday,6,393
2019-07-01,64,54,59.0,0.0,Monday,0,351
2019-07-02,65,54,59.5,0.0,Tuesday,1,319
2019-07-03,66,53,59.5,0.0,Wednesday,2,318
2019-07-04,65,53,59.0,0.0,Thursday,3,327
2019-07-05,67,54,60.5,0.0,Friday,4,329
2019-07-06,66,54,60.0,0.0,Saturday,5,344
2019-07-07,62,54,58.0,0.0,Sunday,6,273
2019-07-08,61,54,57.5,0.0,Monday,0,366
2019-07-09,64,55,59.5,0.0,Tuesday,1,323
2019-07-10,67,57,62.0,0.0,Wednesday,2,340
2019-07-11,64,56,60.0,0.0,Thursday,3,356
2019-07-12,65,53,59.0,0.0,Friday,4,352
2019-07-13,62,53,57.5,0.0,Saturday,5,332
2019-07-14,63,53,58.0,0.0,Sunday,6,346
2019-07-15,70,56,63.0,0.0,Monday,0,388
2019-07-16,67,54,60.5,0.0,Tuesday,1,298
2019-07-17,70,55,62.5,0.0,Wednesday,2,340
2019-07-18,65,56,60.5,0.0,Thursday,3,332
2019-07-19,71,58,64.5,0.0,Friday,4,376
2019-07-20,66,57,61.5,0.0,Saturday,5,350
2019-07-21,66,56,61.0,0.0,Sunday,6,341
2019-07-22,67,55,61.0,0.0,Monday,0,356
2019-07-23,65,56,60.5,0.0,Tuesday,1,342
2019-07-24,75,55,65.0,0.0,Wednesday,2,372
2019-07-25,68,56,62.0,0.0,Thursday,3,352
2019-07-26,66,55,60.5,0.0,Friday,4,370
2019-07-27,68,54,61.0,0.0,Saturday,5,369
2019-07-28,74,58,66.0,0.0,Sunday,6,371
2019-07-29,65,56,60.5,0.0,Monday,0,343
2019-07-30,64,54,59.0,0.0,Tuesday,1,316
2019-07-31,68,56,62.0,0.0,Wednesday,2,353
2019-08-01,64,57,60.5,0.0,Thursday,3,354
2019-08-02,67,57,62.0,0.0,Friday,4,325
2019-08-03,68,56,62.0,0.0,Saturday,5,356
2019-08-04,68,56,62.0,0.0,Sunday,6,370
2019-08-05,70,57,63.5,0.0,Monday,0,359
2019-08-06,68,57,62.5,0.0,Tuesday,1,322
2019-08-07,65,56,60.5,0.0,Wednesday,2,332
2019-08-08,66,56,61.0,0.0,Thursday,3,342
2019-08-09,71,58,64.5,0.0,Friday,4,387
2019-08-10,69,59,64.0,0.0,Saturday,5,374
2019-08-11,74,56,65.0,0.0,Sunday,6,366
2019-08-12,77,59,68.0,0.0,Monday,0,401
2019-08-13,76,58,67.0,0.0,Tuesday,1,361
2019-08-14,84,59,71.5,0.0,Wednesday,2,359
2019-08-15,85,60,72.5,0.0,Thursday,3,411
2019-08-16,72,59,65.5,0.0,Friday,4,366
2019-08-17,69,58,63.5,0.0,Saturday,5,377
2019-08-18,72,57,64.5,0.0,Sunday,6,365
2019-08-19,65,57,61.0,0.0,Monday,0,361
2019-08-20,65,59,62.0,0.0,Tuesday,1,358
2019-08-21,74,58,66.0,0.0,Wednesday,2,393
2019-08-22,73,60,66.5,0.0,Thursday,3,363
2019-08-23,71,59,65.0,0.0,Friday,4,397
2019-08-24,67,58,62.5,0.0,Saturday,5,367
2019-08-25,66,56,61.0,0.0,Sunday,6,342
2019-08-26,72,54,63.0,0.0,Monday,0,386
2019-08-27,67,56,61.5,0.0,Tuesday,1,388
2019-08-28,68,59,63.5,0.0,Wednesday,2,370
2019-08-29,73,62,67.5,0.0,Thursday,3,402
2019-08-30,67,60,63.5,0.0,Friday,4,427
2019-08-31,76,60,68.0,0.0,Saturday,5,378
2019-09-01,70,60,65.0,0.0,Sunday,6,383
2019-09-02,64,60,62.0,0.0,Monday,0,353
2019-09-03,67,56,61.5,0.0,Tuesday,1,420
2019-09-04,69,57,63.0,0.0,Wednesday,2,374
2019-09-05,67,57,62.0,0.0,Thursday,3,370
2019-09-06,64,57,60.5,0.0,Friday,4,409
2019-09-07,67,58,62.5,0.0,Saturday,5,353
2019-09-08,68,56,62.0,0.0,Sunday,6,361
2019-09-09,70,56,63.0,0.0,Monday,0,372
2019-09-10,67,55,61.0,0.0,Tuesday,1,374
2019-09-11,76,57,66.5,0.0,Wednesday,2,370
2019-09-12,88,62,75.0,0.0,Thursday,3,409
2019-09-13,94,65,79.5,0.0,Friday,4,488
2019-09-14,70,59,64.5,0.0,Saturday,5,371
2019-09-15,67,57,62.0,0.0,Sunday,6,383
2019-09-16,68,59,63.5,0.07,Monday,0,400
2019-09-17,70,57,63.5,0.0,Tuesday,1,374
2019-09-18,70,60,65.0,0.02,Wednesday,2,356
2019-09-19,71,57,64.0,0.0,Thursday,3,367
2019-09-20,79,59,69.0,0.0,Friday,4,400
2019-09-21,84,60,72.0,0.0,Saturday,5,404
2019-09-22,68,57,62.5,0.0,Sunday,6,345
2019-09-23,77,56,66.5,0.0,Monday,0,420
2019-09-24,90,61,75.5,0.0,Tuesday,1,403
2019-09-25,94,64,79.0,0.0,Wednesday,2,413
2019-09-26,77,60,68.5,0.0,Thursday,3,445
2019-09-27,64,56,60.0,0.03,Friday,4,392
2019-09-28,63,53,58.0,0.0,Saturday,5,380
2019-09-29,64,52,58.0,0.0,Sunday,6,389
2019-09-30,62,54,58.0,0.0,Monday,0,378
